property_id,metro,city,state,zip,beds,baths,sqft,lot_size,age,closed_price,predicted_fair_price,fair_price_low_95,fair_price_high_95,max_offer_price,review_flag,CBSA,CBSA_NAME,Final_City_Score,reno_tier,cost_per_sqft,estimated_reno_cost,estimated_reno_days,warranty_flag,fast_close_flag,eco_upgrade_flag,reno_uplift_pct,eco_uplift_pct,cx_uplift_pct,total_uplift_pct,predicted_sell_price_base,predicted_sell_price_bull,predicted_sell_price_bear,reno_to_fair_ratio,max_offer_price_used,estimated_reno_cost_used,expected_holding_months,buy_closing_cost,holding_cost_monthly,holding_cost_base,sell_closing_cost_base,total_cost,sell_base_used,sell_bull_used,sell_bear_used,profit_base,profit_bull,profit_bear,margin_pct_base,margin_pct_bear,meets_9pct_hurdle_flag,liquidity_flag,stop_loss_price,reno_to_buy_ratio,reno_risk_flag,sell_base_q4_4m,total_cost_q4_4m,profit_base_q4_4m,profit_bull_q4_4m,profit_bear_q4_4m,margin_base_q4_4m,sell_base_m6,total_cost_m6,profit_base_m6,profit_bull_m6,profit_bear_m6,margin_base_m6,sell_base_y1,total_cost_y1,profit_base_y1,profit_bull_y1,profit_bear_y1,margin_base_y1,sell_base_y2,total_cost_y2,profit_base_y2,profit_bull_y2,profit_bear_y2,margin_base_y2,sell_base_y3,total_cost_y3,profit_base_y3,profit_bull_y3,profit_bear_y3,margin_base_y3,buy_if_6m,buy_if_y1,buy_decision,decision_reason,buy_decision_v2
452,Lima,Lima,OH,45801,4,2,1494,11600,72,172000,191899.8678,143924.9008,239874.8347,182304.8744,REVIEW_REQUIRED,47540,,0.597627891,Heavy,52.33535136143679,38379.973560000006,65,1,1,1,0.246442054,0.01099714,0.020067653,0.2775068467763755,245153.3950099813,254959.5308103806,235347.2592095821,0.2,182304.8744,38379.973560000006,9,3646.097488,328.1487739,2953.338965,11767.362960479102,239051.64737375913,245153.3950099813,254959.5308103806,235347.2592095821,6101.747636222164,15907.883436621458,-3704.388164,0.025524808982730136,-0.015496183,FALSE,OK,230640.31402539043,0.21052631580102174,OK,247580.81421347565,237527.41962592685,10053.394587548799,12434.125386588654,7625.975384054444,0.042325196,248803.52227705202,238242.40716081852,10561.11512,14158.46112218703,6910.987849162775,0.044329283111652455,252507.99686028075,240389.1145843335,12118.882275947253,19473.48412624668,4764.2804256477975,0.050413607,260083.23676608913,244690.51138685227,15392.725379236857,30763.843246362725,462.8836231290188,0.062906916,267885.7338690718,249002.81653483547,18882.91733423635,42978.79937637245,-3849.421525,0.075834152,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
453,Lima,Lima,OH,45801,3,2,1401,7361,69,160000,169085.8398,126814.3798,211357.2997,160631.5478,OK,30620,"Lima, OH",0.597627891,Heavy,48.32030055731428,33817.16796,64,1,1,1,0.2984125693740437,0.015684774,0.021306091,0.335403434,225797.81116070808,234829.7236071364,216765.89871427976,0.2,160631.5478,33817.16796,9,3212.630956,289.136786,2602.231074,10838.294935713988,211101.87272607398,225797.81116070808,234829.7236071364,216765.89871427976,14695.938434634096,23727.85088106242,5664.025988205773,0.069615386,0.026830771,FALSE,OK,212430.58073999416,0.21052631580257983,OK,228033.5784561036,209763.50562605297,18270.07283005063,20462.83790827522,16034.305534655112,0.087098434,229159.7501105196,210395.83543754494,18763.91467297467,22077.23959796276,15401.975723163137,0.089183869,232571.74549552932,212294.43193226543,20277.313563263888,27051.24789808513,13503.379228442645,0.095515051,239548.8978603952,216098.97667825897,23449.921182136226,37607.44394191267,9698.834482449107,0.10851472571778933,246735.36479620705,219913.56852365794,26821.79627254911,49015.237333723955,5884.242637050134,0.12196517228387235,FALSE,TRUE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
454,Lima,Lima,OH,45801,3,2,1401,7361,69,160000,171633.8237,128725.3678,214542.2797,163052.1326,OK,47540,,0.597627891,Heavy,35.98194046771757,34326.764740000006,68,1,1,1,0.2308011070570601,0.031069282,0.025867973,0.287738362,221019.45903691807,229860.23739839485,212178.6806754414,0.2,163052.1326,34326.764740000006,9,3261.042652,293.4938387,2641.444548,10608.934033772068,213890.3185738921,221019.45903691807,229860.23739839485,212178.6806754414,7129.1404630259785,15969.918824502762,-1711.637898,0.033330824,-0.008002409,FALSE,OK,207935.10706193256,0.21052631567972516,OK,223207.91283822196,212527.89516295466,10680.01768,12826.379275908781,8491.563873963401,0.05025231,224310.2523541023,213167.79513707696,11142.457217025338,14385.665283436567,7851.663899841107,0.052270828292145216,227650.0428080256,215089.06811094529,12560.974697080324,19191.558468187868,5930.390925972781,0.058398945,234479.54409226635,218938.8102367488,15540.733855517552,29398.65393713236,2080.6488001692633,0.070982088,241513.93041503438,222798.38684440168,18715.543570632697,40439.32517991235,-1778.927807,0.08400215,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
455,Lima,Lima,OH,45804,3,1.5,1529,35283,71,177675,189302.0138,141976.5103,236627.5172,179836.9131,REVIEW_REQUIRED,30620,"Lima, OH",0.597627891,Heavy,34.109583133956555,37860.40276,58,1,1,1,0.2894337406585486,0.025537014,0.027787809,0.3427585634194808,254186.9001025027,264354.37610660284,244019.42409840255,0.2,179836.9131,37860.40276,9,3596.7382620000003,323.7064436,2913.3579922199997,12200.97120492013,236408.38331914012,254186.9001025027,264354.37610660284,244019.42409840255,17778.516783362575,27945.992787462717,7611.040779262432,0.075202565,0.032194462,FALSE,OK,239139.0356164345,0.21052631580118017,OK,256703.76576761165,234910.66065316537,21793.105114446284,24261.561983101332,19276.23944933733,0.092771886,257971.52864072283,235618.92615823468,22352.602482488146,26082.504855703155,18567.973944268015,0.094867602,261812.5071055778,237745.53178602774,24066.975319550053,31692.582322625123,16441.368316474953,0.10122997954472793,269666.8823187451,242007.01911921977,27659.86319952531,43597.381835952314,12179.880983282928,0.11429364032577603,277756.88878830743,246279.81675271876,31477.072035588673,56460.84825976362,7907.083349783934,0.12781019756561593,TRUE,TRUE,REVIEW_REQUIRED,BASE_MARGIN_BORDERLINE,BUY_CONDITIONALLY
456,Lima,Delphos,OH,45833,3,1,1116,8712,105,33000,105706.1233,79279.59247,132132.6541,100420.8171,REVIEW_REQUIRED,99999,,0.597627891,Heavy,36.22126426424734,21141.224660000003,46,1,1,1,0.2088454482933982,0.024073946,0.021011201,0.2539305953929779,132548.14212625255,137850.06781130267,127246.21644120244,0.2,100420.8171,21141.224660000003,9,2008.416342,180.7574708,1626.817237,6362.3108220601225,131559.58616108014,132548.14212625255,137850.06781130267,127246.21644120244,988.5559651724179,6290.481650222529,-4313.36972,0.007514131,-0.032786434,FALSE,OK,124701.29211237839,0.21052631586284914,OK,133860.58532358892,130718.79608065228,3141.7892429366475,4428.989219517156,1829.3460456002795,0.024034717,134521.67215937693,131112.0431903301,3409.628969,5354.62153,1436.0989359224623,0.026005459804308125,136524.58639004015,132292.72789808194,4231.858491958206,8208.302755745768,255.4142281706154,0.031988595,140620.32398174133,134658.41295184358,5961.911029897747,14272.679541213816,-2110.270826,0.04427433,144838.93370119357,137029.9958677373,7808.937833456264,20836.962174903514,-4481.853741,0.056987069028255156,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
457,Lima,Delphos,OH,45833,3,1,1116,8712,105,33000,105706.1233,79279.59247,132132.6541,100420.8171,REVIEW_REQUIRED,46780,,0.597627891,Heavy,54.54062512974643,21141.224660000003,73,1,1,1,0.2918886929018073,0.01797424,0.024189519,0.3340524513368845,141017.51290968398,146658.21342607134,135376.81239329663,0.2,100420.8171,21141.224660000003,9,2008.416342,180.7574708,1626.817237,6768.840619664831,131966.11595868485,141017.51290968398,146658.21342607134,135376.81239329663,9051.396951,14692.097467386484,3410.6964346117747,0.068588796,0.025845243756962392,FALSE,OK,132669.2761454307,0.21052631586284914,OK,142413.81671715132,131129.35118754327,11284.465529608045,12653.91316126092,9888.161722140707,0.086055985,143117.14472993748,131524.62587371698,11592.51886,13661.78976,9492.887035966996,0.088139531,145248.0382969745,132711.45358961477,12536.584707359725,16767.11009465024,8306.05932,0.094464979,149605.47944588374,135089.70041412243,14515.77903176131,23357.577091198502,5927.812495561549,0.10745289231719855,154093.64382926025,137474.2219538845,16619.42187537576,30479.89220175569,3543.2909557994863,0.12089118701068712,FALSE,TRUE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
458,Lima,Delphos,OH,45833,3,1,1116,8712,105,33000,103158.1393,77368.60451,128947.6742,98000.23238,REVIEW_REQUIRED,30620,"Lima, OH",0.597627891,Heavy,42.54689477654527,20631.62786,62,1,1,1,0.2950427891395727,0.033235635,0.020109239,0.3483876628797712,139097.16235775288,144661.0489,133533.27586344277,0.2,98000.23238,20631.62786,9,1960.004648,176.4004183,1587.603765,6676.663793172139,128856.13244532814,139097.16235775288,144661.0489,133533.27586344277,10241.02991242474,15804.916406734847,4677.143418114632,0.079476465,0.036297406,FALSE,OK,130862.61034617391,0.21052631569280367,OK,140474.45155680735,128040.24023546276,12434.21132,13785.010067046911,11056.922122290125,0.097111746,141168.2017780861,128426.34108265214,12741.860695433963,14782.95264697216,10670.821275100738,0.099215321,143270.07722848546,129585.63361397531,13684.44361451015,17857.35848524276,9511.528744,0.10560154882041134,147568.1795,131908.74754459233,15659.432000747678,24380.824080578837,7188.414813160547,0.1187141284580383,151995.22493170024,134238.05074254563,17757.17418915461,31428.89518013579,4859.111615,0.13228122794490657,TRUE,TRUE,REVIEW_REQUIRED,BASE_MARGIN_BORDERLINE,BUY_CONDITIONALLY
459,Lima,Lima,OH,45807,2,1,816,11600,55,82500,102373.0074,76779.75556,127966.2593,97254.35704,REVIEW_REQUIRED,99999,,0.597627891,Heavy,50.03386181185238,20474.60148,74,1,1,1,0.2482038530602978,0.018279456,0.020055246,0.2865385554141784,131706.8211,136975.09389595303,126438.54821164894,0.2,97254.35704,20474.60148,9,1945.087141,175.0578427,1575.5205840479998,6321.927410582448,127571.49365543044,131706.8211,136975.09389595303,126438.54821164894,4135.327398370544,9403.600240522588,-1132.945444,0.032415764,-0.008880867,FALSE,OK,123909.77724741596,0.2105263157678267,OK,133010.9337977594,126758.80185378045,6252.131943978966,7531.161693143353,4948.0192000205425,0.04932306,133667.82452580312,127140.44829407055,6527.3762317325745,8460.023367438902,4566.372759730439,0.051339887,135658.02568541502,128286.32500576391,7371.700679651112,11322.905311265145,3420.496048037079,0.057462872,139727.76645597746,130582.36667481491,9145.399781162545,17403.417461235906,1124.4543789860763,0.070035488,143919.5994496568,132884.26877057552,11035.330679081264,23980.662413638318,-1177.447717,0.083044673,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
460,Lima,Lima,OH,45807,2,1,816,11600,55,82500,99825.02346,74868.76759,124781.2793,94833.77229,OK,30620,"Lima, OH",0.597627891,Heavy,46.63739186847887,19965.00469,50,1,1,1,0.2866973387800964,0.03087361,0.021411631,0.3389825801230194,133663.96747331176,139010.52617224422,128317.40877437928,0.2,94833.77229,19965.00469,9,1896.6754457999998,170.70079012199997,1536.3071110979997,6415.870438718965,124647.62997761696,133663.96747331176,139010.52617224422,128317.40877437928,9016.337495694796,14362.896194627261,3669.7787967623153,0.072334608,0.029441224,FALSE,OK,125751.0605988917,0.21052631578281383,OK,134987.45916489838,123857.65362820312,11129.805536695261,12427.84150341159,9806.313845108642,0.089859651,135654.11120466545,124231.05450635595,11423.05669830949,13384.422721857496,9432.912966955802,0.09195009,137673.88649751112,125352.20846114453,12321.67803636659,16331.597060565924,8311.759012167226,0.098296458,141804.10309243645,127598.86833916495,14205.234753271492,22585.96551384816,6065.099134146803,0.11132727851091266,146058.22618520953,129851.47572908206,16206.750456127469,29344.448155111822,3812.491744229701,0.12480990581840373,TRUE,TRUE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
461,Lima,Harrod,OH,45850,2,1,1064,43560,105,138000,144574.8905,108431.1679,180718.6131,137346.1459,OK,99999,,0.597627891,Heavy,45.16550244904866,28914.978100000004,46,1,1,1,0.3098166084494119,0.032397588,0.022984877,0.3651990731476837,197373.50651102787,205268.4468,189478.56625058677,0.2,137346.1459,28914.978100000004,9,2746.922918,247.2230626,2225.007564,9473.928312529339,180706.98279410935,197373.50651102787,205268.4468,189478.56625058677,16666.523716918513,24561.463977359643,8771.583456477412,0.09222955,0.048540368,TRUE,OK,185688.99492557504,0.21052631590443488,OK,199327.82674365764,179564.67485217558,19763.151891482063,21679.883192903217,17808.831658852287,0.11006146898186871,200312.2315402445,180106.37240765174,20205.85913259277,23102.089859071508,17267.134103376127,0.11218847430261347,203294.7117063587,181732.86983134525,21561.84187501346,27483.04707,15640.636679682619,0.11864580081205803,209393.55305754946,184992.2909676424,24401.262089907075,36776.58094814856,12381.215543385479,0.13190421050667014,215675.35964927595,188260.49443548525,27414.865213790705,46814.509795253136,9113.012075542618,0.14562197606033309,TRUE,TRUE,BUY,PASS,BUY
462,Lima,Harrod,OH,45850,2,1,1064,43560,105,138000,144574.8905,108431.1679,180718.6131,137346.1459,OK,47540,,0.597627891,Heavy,35.33799585729614,28914.978100000004,56,1,1,1,0.2960855568265432,0.022083375,0.016515238,0.3346841701320247,192961.81774892085,200680.2904588777,185243.345,0.2,137346.1459,28914.978100000004,9,2746.922918,247.2230626,2225.007564,9262.167252,180495.22173352822,192961.81774892085,200680.2904588777,185243.345,12466.596015392628,20185.06872534947,4748.123305435787,0.069068842,0.026306088658932022,FALSE,OK,181538.47813818473,0.21052631590443488,OK,194872.4550538859,179350.81701106654,15521.638042819366,17395.526603631966,13611.000737854309,0.086543448,195834.8564536885,179891.45840349706,15943.398050191434,18774.892284045898,13070.359345423785,0.088627877,198750.67228138848,181514.75593894668,17235.916342441808,23024.770874909416,11447.06180997417,0.094956006,204713.19244983012,184767.63365847184,19945.558791358286,32044.26476421565,8194.18409,0.10794941947584853,210854.58822332503,188029.0974070396,22825.490816285426,41791.51492100913,4932.720341881242,0.1213933967191977,FALSE,TRUE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
463,Lima,Harrod,OH,45850,2,1,1064,43560,105,138000,142026.9065,106520.1799,177533.6331,134925.5612,OK,30620,"Lima, OH",0.597627891,Heavy,53.75856243183618,28405.381300000005,66,1,1,1,0.2468535812476351,0.032357232,0.021395916,0.3006067285430884,184721.1502280601,192109.99623718247,177332.3042189377,0.2,134925.5612,28405.381300000005,9,2698.511224,242.86601015999997,2185.7940914399996,8866.615210946886,177081.86302638688,184721.1502280601,192109.99623718247,177332.3042189377,7639.287201673229,15028.133210795582,250.4411925508175,0.043139862384070936,0.001414268,FALSE,OK,173785.65813455894,0.21052631575046585,OK,186550.19145890622,175955.32695466751,10594.864504238707,12388.726390443073,8765.823273392598,0.060213377,187471.4923443692,176485.28141748972,10986.210926879488,13696.782779090601,8235.868810570391,0.062250012,190262.7847349019,178076.4595131953,12186.325221706618,17727.95972854842,6644.690714864817,0.068433106,195970.66827694897,181264.83004513354,14705.838231815433,26287.85435111483,3456.3201829265745,0.081129021,201849.78832525745,184461.41992937235,17388.368395885103,35544.425530650915,259.7302986877621,0.094265611,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
464,Lima,Lima,OH,45804,2,2,1020,25700,34,165000,168727.6729,126545.7546,210909.5911,160291.2892,OK,30620,"Lima, OH",0.597627891,Medium,22.21879685520605,25463.17279231017,35,1,1,1,0.1587370811424051,0.016920082,0.026920311,0.2025774747819773,202908.09880192147,211024.42275399837,194791.7748498446,0.1509128428944874,160291.2892,25463.17279231017,6,3205.825784,288.5243206,1731.1459233599999,9739.588742492231,200431.0224421624,202908.09880192147,211024.42275399837,194791.7748498446,2477.076359759085,10593.400311835983,-5639.247592,0.012358747311553956,-0.028135603,FALSE,OK,190895.9393528477,0.1588556241539679,OK,204917.2205420314,199950.41164456768,4966.808897463721,6937.287667185388,2957.6871573537937,0.024840203411497508,205929.22924197195,200576.0367032848,5353.192538687144,8330.637084258284,2332.0620986366703,0.026689093207112293,208995.34176597913,202454.35602779718,6540.985738181946,12628.228702239576,453.74277412428637,0.032308447,215265.2020189585,206217.6011666602,9047.600852298288,21769.938647178788,-3309.502365,0.043874048,221723.15807952723,209989.87490428748,11733.283175239747,31676.917298381828,-7081.776102,0.055875471,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
465,Lima,Lima,OH,45806,3,2,1848,261360,33,231000,285949.8522,214462.3891,357437.3152,271652.3596,REVIEW_REQUIRED,30620,"Lima, OH",0.597627891,Medium,26.09224102130559,51018.46140737273,45,1,1,1,0.1823486035828644,0.026460836,0.018715324,0.2275247634619326,351010.52468377963,365050.9456711309,336970.1036964284,0.178417513,271652.3596,51018.46140737273,6,5433.047192000001,488.97424728000004,2933.845484,16848.505184821424,347886.21886787424,351010.52468377963,365050.9456711309,336970.1036964284,3124.305815905391,17164.726803256664,-10916.11517,0.008980827,-0.031378406,FALSE,OK,330230.70162249985,0.18780790817534546,OK,354486.10244688316,347075.0981059432,7411.0043409399805,10819.73366678838,3935.4265778364497,0.02135274,356236.77532218053,348137.0788985175,8099.696423663059,13250.374875280831,2873.4457852621563,0.023265825201067233,361540.8404,351325.5195070988,10215.320917194185,20745.636657707626,-314.9948233,0.029076512664169777,372387.0656370218,357713.82928466983,14673.23635235196,36681.59625002503,-6703.304601,0.041019483,383558.67760613246,364117.7576265472,19440.919979585276,53941.393440229294,-13107.23294,0.053391848,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
466,Lima,Lima,OH,45806,3,2,1848,261360,33,231000,288497.8361,216373.3771,360622.2952,274072.9443,REVIEW_REQUIRED,47540,,0.597627891,Medium,27.796863224246927,54168.60323840832,34,1,1,1,0.1434075671879298,0.012199094,0.022532164,0.178138825,339890.50161274936,353486.12167725933,326294.8815482394,0.1877608649363742,274072.9443,54168.60323840832,6,5481.458885999999,493.33129973999996,2959.987798,16314.74407741197,352997.7383002602,339890.50161274936,353486.12167725933,326294.8815482394,-13107.23669,488.3833769991179,-26702.85675,-0.03713122,-0.075645971,FALSE,OK,319768.98391727457,0.1976430157188935,OK,343255.9729767765,352172.6183262536,-8916.645349,-5615.904662,-12282.11671,-0.025318963,344951.18448725954,353240.65107823675,-8289.466591,-3301.961774,-13350.14947,-0.02346691,350087.2166611318,356447.16842102265,-6359.95176,3836.7632884916966,-16556.66681,-0.017842621,360589.83316096576,362871.2696098946,-2281.436449,19029.69800219062,-22980.768,-0.006287179,371407.5281557948,369310.49456652644,2097.033589268336,35504.53110228386,-29419.99295,0.00567824,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
467,Lima,Lima,OH,45801,3,2,1594,424710,80,370000,296686.2552,222514.6914,370857.819,281851.9424,OK,30620,"Lima, OH",0.597627891,Heavy,46.932362570642105,59337.25104,69,1,1,1,0.2964659288370648,0.021848355,0.022802628,0.3411169125070994,397890.95455711737,413806.5927394021,381975.3163748327,0.2,281851.9424,59337.25104,9,5637.038848,507.3334963,4566.0014668799995,19098.765818741635,370490.99957362167,397890.95455711737,413806.5927394021,381975.3163748327,27399.95498,43315.59316578042,11484.31680121104,0.073955791,0.030997559493827726,FALSE,OK,374335.81004733604,0.21052631581935127,OK,401830.72518093156,368143.4410819647,33687.28409896686,37551.27811028756,29747.513475152664,0.091505865,403815.21525312203,369253.3635980699,34561.85165505216,40400.44685836474,28637.59095904749,0.093599287,409827.6831938309,372585.96303714387,37241.72015668702,49178.448793400545,25304.991519973497,0.099954705,422122.5136896458,379264.11685678305,42858.39683286275,67806.15968359407,18626.83770033432,0.11300409115436263,434786.1891003352,385959.9752323361,48826.21386799909,87934.51790046366,11930.979324781278,0.12650589957833633,TRUE,TRUE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
468,Lima,Lima,OH,45801,3,2,1594,424710,80,370000,299234.2391,224425.6794,374042.7989,284272.5272,OK,47540,,0.597627891,Heavy,53.633671422996926,59846.84782,72,1,1,1,0.2393685371073129,0.015433295,0.026876911,0.2816787432619611,383522.1635106373,398863.0500510627,368181.27697021177,0.2,284272.5272,59846.84782,9,5685.450544,511.690549,4605.214941,18409.063848510592,372819.1043531507,383522.1635106373,398863.0500510627,368181.27697021177,10703.059157486598,26043.945697912015,-4637.827383,0.028708451451426125,-0.012439887,FALSE,OK,360817.65143080754,0.21052631574874184,OK,387319.6596237689,370442.93142178096,16876.72820198792,20601.184176774696,13079.23208885634,0.045558240610001875,389232.4850279026,371558.1281390994,17674.356888803188,23302.106498566805,11964.035371537902,0.047568215,395027.8284159564,374906.44791548594,20121.380500470463,31627.045405789628,8615.715595151356,0.053670404,406878.6632684351,381615.57457592495,25263.08869251015,49309.92834,1906.5889347123448,0.066200361,419085.02316648816,388341.7664385515,30743.256727936678,68439.26665723376,-4819.602928,0.079165466,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
469,Lima,Lima,OH,45805,2,2.5,1528,11600,16,249000,327291.6871,245468.7653,409114.6089,310927.1028,OK,30620,"Lima, OH",0.597627891,Light,11.187511919360464,19094.51821278279,14,1,1,1,0.092239623,0.011569082,0.02695313,0.1307618351566193,370088.9487,384892.5066861701,355285.39078723395,0.058340981,310927.1028,19094.51821278279,4,6218.542056,559.668785,2238.67514,17764.269539361696,356243.1077483045,370088.9487,384892.5066861701,355285.39078723395,13845.840988397482,28649.398937865626,-957.7169611,0.038866270496887616,-0.00268838,FALSE,OK,348179.68297148927,0.061411559,OK,373753.4340730276,356419.0030444481,17334.431028579478,20928.434524251497,13669.945692253881,0.04863498,375599.26101677614,357626.9403,17972.32070894813,23402.953238150163,12462.00842887396,0.050254382,381191.61719880305,361253.3861148053,19938.231083997758,31040.899546098837,8835.562621896679,0.055191818,392627.36571476713,368518.3274640516,24109.03825071553,47313.61534,1570.6212726503727,0.065421545,404406.18668621016,375799.73629116087,28606.450395049294,64982.123077430995,-5710.787554,0.076121529,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
470,Lima,Spencerville,OH,45887,3,1,1165,6621,105,205000,117873.0982,88404.82362,147341.3727,111979.4433,OK,30620,"Lima, OH",0.597627891,Heavy,43.69211298427967,23574.61964,68,1,1,1,0.2104160532020868,0.010093138,0.024334405,0.2448435960363175,146733.57143922997,152602.91429679916,140864.22858166078,0.2,111979.4433,23574.61964,9,2239.588866,201.5629979,1814.066981,7043.211429083039,146650.93021654306,146733.57143922997,152602.91429679916,140864.22858166078,82.64122268691426,5951.984080256108,-5786.701635,0.000563523,-0.039459018,FALSE,OK,138046.94401002757,0.21052631577067324,OK,148186.47356646502,145712.85452895032,2473.619037514698,3898.576390294853,1020.716910279647,0.016975983659857804,148918.31054954577,146151.1087000182,2767.2018495275697,4920.349380422325,582.4627392117691,0.018933840968715313,151135.5785824069,147466.91555323554,3668.663029171352,8070.670172,-733.344114,0.024877871863041478,155669.64593987906,150103.3067616742,5566.339178204857,14766.534107444604,-3369.735322,0.037083388,160339.73531807546,152746.2270271076,7593.508290967846,22015.804294158326,-6012.655588,0.04971323,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
471,Lima,Spencerville,OH,45887,3,1,1165,6621,105,205000,120421.0821,90315.81159,150526.3526,114400.028,REVIEW_REQUIRED,47540,,0.597627891,Heavy,41.29279098703762,24084.21642,61,1,1,1,0.2053276756292708,0.018118803,0.023087148,0.2465336269664802,150108.92823334128,156113.28536267494,144104.57110400763,0.2,114400.028,24084.21642,9,2288.00056,205.9200504,1853.280454,7205.228555200381,149830.75398880037,150108.92823334128,156113.28536267494,144104.57110400763,278.17424454091815,6282.531373874575,-5726.182885,0.00185659,-0.038217674,FALSE,OK,141222.47968192748,0.21052631578027237,OK,151595.25190833968,148872.49727320028,2722.7546351393976,4180.490713570733,1236.430960141006,0.018289172,152343.92355923908,149320.27361324345,3023.649945995625,5226.326981800841,788.6546200978337,0.020249427,154612.19608034153,150664.67099665638,3947.5250836851483,8450.792930685391,-555.7427633,0.026200734767958665,159250.56196275176,153358.35316381208,5892.208798939682,15304.03859917022,-3249.42493,0.038421179397028535,164028.07882163432,156058.71457783843,7969.3642437958915,22723.420690922794,-5949.786344,0.051066448069588315,FALSE,FALSE,NO_BUY,BASE_MARGIN_FAIL,NO_BUY
472,Lima,Spencerville,OH,45887,3,1,1165,6621,105,205000,120421.0821,90315.81159,150526.3526,114400.028,REVIEW_REQUIRED,46780,,0.597627891,Heavy,42.90588077810022,24084.21642,64,1,1,1,0.3197210536843787,0.024738265,0.022053817,0.3665131355899459,164556.9904916053,171139.27011126952,157974.7108719411,0.2,114400.028,24084.21642,9,2288.00056,205.9200504,1853.280454,7898.735543597055,150524.26097719703,164556.9904916053,171139.27011126952,157974.7108719411,14032.729514408275,20615.00913407249,7450.449894744059,0.093225699,0.049496671475920614,TRUE,OK,154815.21665450226,0.21052631578027237,OK,166186.37359181608,149572.87111400714,16613.502477808943,18211.546410444367,14984.119377598166,0.11107296633455563,167007.10527772136,150024.1063357306,16982.99894199075,19397.684785817662,14532.884155874694,0.11320180040923183,169493.70020635347,151378.98319470495,18114.71701164852,23051.42672639669,13178.007296900352,0.11966467622753957,174578.51121254405,154094.0947278021,20484.41648474196,30802.139788565662,10462.895763803215,0.1329344678712474,179815.8665489204,156816.52838874815,22999.33816017225,39173.48019860164,7740.462102857156,0.1466639926064228,TRUE,TRUE,REVIEW_REQUIRED,M2_UNCERTAINTY,BUY_CONDITIONALLY
473,Lima,Spencerville,OH,45887,3,1,1165,6621,105,205000,120421.0821,90315.81159,150526.3526,114400.028,REVIEW_REQUIRED,16380,,0.597627891,Heavy,34.742003102548125,24084.21642,50,1,1,1,0.3043348547881627,0.021380759,0.020295729,0.3460113426469742,162088.1424004225,168571.66809643942,155604.6167044056,0.2,114400.028,24084.21642,9,2288.00056,205.9200504,1853.280454,7780.230835220281,150405.75626882026,162088.1424004225,168571.66809643942,155604.6167044056,11682.386131602252,18165.91182761916,5198.860435585346,0.077672467,0.034565568,FALSE,OK,152492.5243703175,0.21052631578027237,OK,163693.07987030945,149453.19301537483,14239.886854934623,15813.955338694068,12634.949385047687,0.095279911,164501.49812091145,149903.83719220373,14597.660928707715,16976.119247234572,12184.305208218779,0.097380169,166950.78667243518,151256.92334507685,15693.863327358325,20556.50759937102,10831.21905534566,0.10375633048911366,171959.31027260824,153968.3730826852,17990.937189923046,28153.86371842955,8119.769317737315,0.1168482645475602,177118.0895807865,156687.03509427773,20431.054486508772,36362.535914903914,5401.107306144782,0.13039403339411917,TRUE,TRUE,REVIEW_REQUIRED,BASE_MARGIN_BORDERLINE,BUY_CONDITIONALLY
474,Lima,Lima,OH,45807,3,2,1288,19602,64,216000,177120.4272,132840.3204,221400.534,168264.4058,REVIEW_REQUIRED,99999,,0.597627891,Heavy,35.08417603,35424.08544,80,1,1,1,0.3059417004159445,0.017544232,0.020815386,0.3443013184857403,238103.2238157176,247627.35276834632,228579.0948630889,0.2,168264.4058,35424.08544,9,3365.288116,302.8759304,2725.883374,11428.954743154445,221208.61747311446,238103.2238157176,247627.35276834632,228579.0948630889,16894.606342603132,26418.73529523186,7370.477389974432,0.076374088,0.033319124,FALSE,OK,224007.5129658271,0.21052631583952025,OK,240460.83480405677,219807.40314835473,20653.431655702036,22965.696914217755,18295.82066736286,0.093961492,241648.3799804601,220470.15717770212,21178.222802757984,24672.11560062546,17633.066638015473,0.096059363,245246.3205301891,222460.1139067291,22786.20662346002,29929.303337931575,15643.109908988496,0.10242827904427668,252603.7101460948,226447.77977357255,26155.93037252224,41085.00250576777,11655.444042145042,0.1155053513824504,260181.82145047764,230446.04028146295,29735.781169014692,53138.708934637776,7657.183534,0.12903576530408553,TRUE,TRUE,REVIEW_REQUIRED,BASE_MARGIN_BORDERLINE,BUY_CONDITIONALLY
