property_id,metro,city,state,zip,beds,baths,sqft,lot_size,age,closed_price,predicted_fair_price,fair_price_low_95,fair_price_high_95,max_offer_price,review_flag,CBSA,CBSA_NAME,Final_City_Score
1,Peoria,Peoria,IL,61615,3,1,1897,9170,56,176500,186893.9,140170.425,233617.375,177549.205,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
2,Peoria,Morton,IL,61550,4,2.5,2168,13200,50,330000,264995.3828,198746.5371,331244.2285,251745.6137,OK,37900,"Peoria, IL",0.595813122
3,Peoria,Washington,IL,61571,3,1,874,11600,77,115000,113478.8966,85109.17246,141848.6208,107804.9518,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
4,Peoria,Pekin,IL,61554,3,2.5,1928,17859,63,159900,225758.2468,169318.6851,282197.8085,214470.3344,OK,37900,"Peoria, IL",0.595813122
5,Peoria,Peoria Heights,IL,61616,2,1,720,6098,75,105000,82298.07925,61723.55944,102872.5991,78183.17529,OK,37900,"Peoria, IL",0.595813122
6,Peoria,Dunlap,IL,61525,4,2,2539,6577,13,410000,359535.9432,269651.9574,449419.929,341559.146,OK,37900,"Peoria, IL",0.595813122
7,Peoria,Hanna City,IL,61536,1,2,484,350222,75,60000,132586.9554,99440.21654,165733.6942,125957.6076,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
8,Peoria,Eureka,IL,61530,4,2,1864,30056,75,280000,247342.279,185506.7093,309177.8488,234975.1651,OK,37900,"Peoria, IL",0.595813122
9,Peoria,Tremont,IL,61568,3,2.5,1792,12197,23,312000,294446.4616,220834.8462,368058.077,279724.1385,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
10,Peoria,Morton,IL,61550,3,3,1746,11600,24,308000,285003.4053,213752.554,356254.2567,270753.2351,OK,37900,"Peoria, IL",0.595813122
11,Peoria,Marquette Heights,IL,61554,2,2,1638,22000,68,184000,195385.0979,146538.8234,244231.3724,185615.843,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
12,Peoria,Peoria,IL,61604,3,1.5,1320,13943,95,90000,148319.0211,111239.2658,185398.7764,140903.07,OK,37900,"Peoria, IL",0.595813122
13,Peoria,Dunlap,IL,61525,4,3,2463,86248,23,410000,388620.328,291465.246,485775.41,369189.3116,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
14,Peoria,Tremont,IL,61568,5,4,4412,12632,26,625000,549172.0147,411879.011,686465.0184,521713.414,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
15,Peoria,Peoria,IL,61615,3,1,1828,15398,48,125000,186237.003,139677.7522,232796.2537,176925.1528,OK,37900,"Peoria, IL",0.595813122
16,Peoria,Peoria,IL,61604,3,1,936,5117,78,55000,99015.76888,74261.82666,123769.7111,94064.98044,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
17,Peoria,Peoria,IL,61614,3,2,1708,7832,57,145000,200596.1914,150447.1435,250745.2392,190566.3818,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
18,Peoria,Chillicothe,IL,61523,3,1,1592,9240,54,175000,175111.7713,131333.8285,218889.7141,166356.1827,OK,37900,"Peoria, IL",0.595813122
19,Peoria,Peoria,IL,61614,2,1,678,11600,47,75000,88698.73031,66524.04773,110873.4129,84263.79379,OK,37900,"Peoria, IL",0.595813122
20,Peoria,Tremont,IL,61568,2,1,1253,8325,136,112000,98293.81714,73720.36285,122867.2714,93379.12628,OK,37900,"Peoria, IL",0.595813122
21,Peoria,Peoria,IL,61607,4,3,2882,11600,19,349900,423611.4445,317708.5834,529514.3056,402430.8723,OK,37900,"Peoria, IL",0.595813122
22,Peoria,Peoria,IL,61605,2,1,1125,7619,125,45000,83761.70972,62821.28229,104702.1372,79573.62424,OK,37900,"Peoria, IL",0.595813122
23,Peoria,Peoria,IL,61603,2,1,726,4186,120,47900,53284.90151,39963.67613,66606.12688,50620.65643,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
24,Peoria,Peoria,IL,61615,3,2.5,1374,5174,19,290000,264017.7756,198013.3317,330022.2195,250816.8868,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
25,Peoria,Tremont,IL,61568,5,1,1888,13504,151,312000,207383.6309,155537.7232,259229.5386,197014.4494,OK,37900,"Peoria, IL",0.595813122
26,Peoria,Peoria,IL,61604,2,1,640,4179,105,38000,49952.23261,37464.17446,62440.29076,47454.62098,OK,37900,"Peoria, IL",0.595813122
27,Peoria,Elmwood,IL,61529,3,1,1043,17599,115,109000,117205.041,87903.78078,146506.3013,111344.789,OK,23660,,0.597627891
28,Peoria,Elmwood,IL,61529,3,1,1043,17599,115,109000,111289.9973,83467.49796,139112.4966,105725.4974,OK,37900,"Peoria, IL",0.595813122
29,Peoria,Chillicothe,IL,61523,4,3,3096,15681,31,325000,363415.0513,272561.2885,454268.8141,345244.2987,OK,37900,"Peoria, IL",0.595813122
30,Peoria,Peoria,IL,61614,5,3.5,2996,13962,51,385000,386061.2464,289545.9348,482576.558,366758.1841,OK,37900,"Peoria, IL",0.595813122
31,Peoria,Peoria,IL,61604,3,1.5,2056,7229,93,150000,180244.4625,135183.3469,225305.5781,171232.2394,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
32,Peoria,Dunlap,IL,61525,5,3.5,4448,11325,21,499900,586658.3031,439993.7274,733322.8789,557325.388,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
33,Peoria,Peoria,IL,61615,3,2.5,1849,3485,19,281000,376183.5444,282137.6583,470229.4305,357374.3672,OK,37900,"Peoria, IL",0.595813122
34,Peoria,Pekin,IL,61554,2,1,728,5500,73,120000,82298.07925,61723.55944,102872.5991,78183.17529,OK,37900,"Peoria, IL",0.595813122
35,Peoria,East Peoria,IL,61611,3,1,1040,41895,60,110000,160921.2285,120690.9214,201151.5357,152875.1671,OK,37900,"Peoria, IL",0.595813122
36,Peoria,Glasford,IL,61533,3,1.5,1820,217800,56,225000,241413.8814,181060.411,301767.3517,229343.1873,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
37,Peoria,Glasford,IL,61533,3,1.5,1820,217800,56,225000,247328.9251,185496.6938,309161.1564,234962.4789,OK,15900,,0.597627891
38,Peoria,Peoria,IL,61607,2,1,720,9902,70,143000,97260.50832,72945.38124,121575.6354,92397.48291,OK,37900,"Peoria, IL",0.595813122
39,Peoria,Creve Coeur,IL,61610,2,1,736,5662,87,72500,79624.80107,59718.6008,99531.00134,75643.56102,OK,37900,"Peoria, IL",0.595813122
40,Peoria,Peoria,IL,61605,3,1,952,3704,97,73845,90602.46331,67951.84749,113253.0791,86072.34015,OK,37900,"Peoria, IL",0.595813122
41,Peoria,West Peoria,IL,61604,2,1,780,6969,75,68000,88324.48691,66243.36518,110405.6086,83908.26257,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
42,Peoria,Pekin,IL,61554,2,1,560,6050,96,85000,76252.69691,57189.52268,95315.87113,72440.06206,OK,37900,"Peoria, IL",0.595813122
43,Peoria,Morton,IL,61550,3,1.5,1581,12690,58,165000,196579.3607,147434.5205,245724.2008,186750.3926,OK,37900,"Peoria, IL",0.595813122
44,Peoria,Edwards,IL,61528,3,3,1852,50529,48,135000,322355.3143,241766.4857,402944.1429,306237.5486,OK,37900,"Peoria, IL",0.595813122
45,Peoria,Lacon,IL,61540,2,1.5,1195,11600,75,207100,141825.5973,106369.198,177281.9966,134734.3174,OK,37900,"Peoria, IL",0.595813122
46,Peoria,Morton,IL,61550,3,1,1512,9425,61,160000,164982.3214,123736.741,206227.9017,156733.2053,OK,37900,"Peoria, IL",0.595813122
47,Peoria,Pekin,IL,61554,4,1,1335,6360,123,95000,104528.0936,78396.07019,130660.117,99301.68891,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
48,Peoria,East Peoria,IL,61611,3,1,1369,9147,77,166000,122352.3423,91764.25675,152940.4279,116234.7252,OK,37900,"Peoria, IL",0.595813122
49,Peoria,Eureka,IL,61530,4,3.5,2720,11325,27,365000,376679.2683,282509.4512,470849.0853,357845.3049,OK,37900,"Peoria, IL",0.595813122
50,Peoria,Lacon,IL,61540,4,2.5,2578,9000,58,204000,279839.4195,209879.5647,349799.2744,265847.4486,OK,37900,"Peoria, IL",0.595813122
51,Peoria,Peoria,IL,61614,1,2,1532,11600,50,233380,206607.1327,154955.3495,258258.9158,196276.776,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
52,Peoria,Washington,IL,61571,3,2.5,2155,14375,22,295000,337630.9016,253223.1762,422038.627,320749.3565,OK,37900,"Peoria, IL",0.595813122
53,Peoria,Peoria,IL,61603,2,1,672,8106,105,56500,75198.7927,56399.09452,93998.49087,71438.85306,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
54,Peoria,Morton,IL,61550,3,1.5,1092,9147,62,208450,128733.2307,96549.92304,160916.5384,122296.5692,OK,37900,"Peoria, IL",0.595813122
55,Peoria,Peoria,IL,61615,2,2,1850,11600,10,350000,294255.0178,220691.2634,367818.7723,279542.2669,OK,37900,"Peoria, IL",0.595813122
56,Peoria,Peoria,IL,61604,2,1.5,864,7455,87,82000,130610.9326,97958.19946,163263.6658,124080.386,OK,37900,"Peoria, IL",0.595813122
57,Peoria,Washington,IL,61571,4,3,2256,83635,46,192000,369176.0558,276882.0419,461470.0698,350717.253,OK,37900,"Peoria, IL",0.595813122
58,Peoria,Washington,IL,61571,3,2,1931,13068,53,229900,228293.0464,171219.7848,285366.3079,216878.394,OK,37900,"Peoria, IL",0.595813122
59,Peoria,Morton,IL,61550,4,2,1942,9600,68,233500,202280.1717,151710.1288,252850.2147,192166.1631,OK,37900,"Peoria, IL",0.595813122
60,Peoria,Peoria,IL,61603,4,1,1444,11600,125,28000,144922.2162,108691.6621,181152.7702,137676.1054,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
61,Peoria,Peoria,IL,61614,3,2,1584,11600,78,180000,193605.3769,145204.0326,242006.7211,183925.108,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
62,Peoria,Groveland,IL,61535,5,3.5,1960,47045,4,667000,575915.3856,431936.5392,719894.232,547119.6163,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
63,Peoria,Peoria,IL,61615,2,3,1412,11600,27,310000,263853.1824,197889.8868,329816.478,250660.5233,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
64,Peoria,Pekin,IL,61554,2,1,900,10400,16,122583,137513.8658,103135.3994,171892.3323,130638.1725,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
65,Peoria,Pekin,IL,61554,3,2,2230,21780,10,490000,362127.7192,271595.7894,452659.649,344021.3332,OK,37900,"Peoria, IL",0.595813122
66,Peoria,Bartonville,IL,61607,3,1,925,6969,66,125000,106092.0362,79569.02715,132615.0453,100787.4344,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
67,Peoria,Chillicothe,IL,61523,2,1,800,7100,73,145000,88324.48691,66243.36518,110405.6086,83908.26257,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
68,Peoria,Pekin,IL,61554,2,1.5,1968,13600,64,214900,205124.4523,153843.3392,256405.5654,194868.2297,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
69,Peoria,Bartonville,IL,61607,3,3.5,2263,48352,11,507000,448972.788,336729.591,561215.985,426524.1486,OK,37900,"Peoria, IL",0.595813122
70,Peoria,Dunlap,IL,61525,3,2,1506,14810,25,265000,269624.1823,202218.1367,337030.2279,256142.9732,OK,37900,"Peoria, IL",0.595813122
71,Peoria,Glasford,IL,61533,3,1,1040,13203,66,180000,121891.313,91418.48473,152364.1412,115796.7473,OK,37900,"Peoria, IL",0.595813122
72,Peoria,Glasford,IL,61533,3,1,1040,13203,66,180000,127806.3567,95854.76754,159757.9459,121416.0389,OK,15900,,0.597627891
73,Peoria,Mapleton,IL,61547,3,2,1468,10944,29,280000,241563.3217,181172.4913,301954.1522,229485.1556,OK,37900,"Peoria, IL",0.595813122
74,Peoria,Princeville,IL,61559,4,2,1537,80150,65,305000,238551.3726,178913.5294,298189.2157,226623.8039,OK,37900,"Peoria, IL",0.595813122
75,Peoria,Peoria,IL,61606,3,1,1491,6021,96,90000,136051.299,102038.4742,170064.1237,129248.734,OK,37900,"Peoria, IL",0.595813122
76,Peoria,Chillicothe,IL,61523,2,2,1364,9438,75,154000,143288.5732,107466.4299,179110.7164,136124.1445,OK,37900,"Peoria, IL",0.595813122
77,Peoria,East Peoria,IL,61611,3,2,1749,9555,19,265000,291117.5471,218338.1603,363896.9338,276561.6697,OK,37900,"Peoria, IL",0.595813122
78,Peoria,Pekin,IL,61554,3,1,960,5720,113,69900,80098.48095,60073.86072,100123.1012,76093.55691,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
79,Peoria,Chillicothe,IL,61523,3,1,1008,9596,43,125000,106900.1673,80175.12547,133625.2091,101555.1589,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
80,Peoria,Metamora,IL,61548,4,2,2526,7280,84,220000,235834.8522,176876.1391,294793.5652,224043.1096,OK,37900,"Peoria, IL",0.595813122
81,Peoria,Peoria Heights,IL,61616,2,2,1499,11600,4,400000,321753.2888,241314.9666,402191.611,305665.6243,OK,37900,"Peoria, IL",0.595813122
82,Peoria,Marquette Heights,IL,61554,3,1,1286,11600,78,75000,130789.0624,98091.7968,163486.328,124249.6093,OK,37900,"Peoria, IL",0.595813122
83,Peoria,West Peoria,IL,61604,2,1,892,4520,75,121000,89673.03557,67254.77668,112091.2945,85189.38379,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
84,Peoria,Peoria,IL,61603,2,1,926,4803,100,20000,85065.7098,63799.28235,106332.1372,80812.42431,OK,37900,"Peoria, IL",0.595813122
85,Peoria,Pekin,IL,61554,3,2,1947,11684,35,271500,256078.792,192059.094,320098.4899,243274.8524,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
86,Peoria,Peoria,IL,61614,4,3.5,3426,11600,73,241000,363899.6345,272924.7259,454874.5431,345704.6528,OK,37900,"Peoria, IL",0.595813122
87,Peoria,Peoria,IL,61615,3,3.5,2492,11600,9,278070,386394.5088,289795.8816,482993.1359,367074.7833,OK,37900,"Peoria, IL",0.595813122
88,Peoria,Hanna City,IL,61536,3,1,1664,47916,62,290000,220727.4637,165545.5978,275909.3296,209691.0905,OK,37900,"Peoria, IL",0.595813122
89,Peoria,Mackinaw,IL,61755,4,2,2096,10988,25,180000,269140.1319,201855.0989,336425.1648,255683.1253,OK,37900,"Peoria, IL",0.595813122
90,Peoria,Mackinaw,IL,61755,4,2,2096,10988,25,180000,268788.5844,201591.4383,335985.7304,255349.1551,OK,14010,"Bloomington, IL",0.574874933
91,Peoria,Peoria,IL,61615,3,3,3049,30159,27,590000,388999.6581,291749.7436,486249.5726,369549.6752,OK,37900,"Peoria, IL",0.595813122
92,Peoria,Peoria,IL,61604,2,1,1496,10500,72,22000,152860.591,114645.4432,191075.7387,145217.5614,OK,37900,"Peoria, IL",0.595813122
93,Peoria,Peoria,IL,61603,3,1,883,3012,105,59000,78534.47992,58900.85994,98168.0999,74607.75592,OK,37900,"Peoria, IL",0.595813122
94,Peoria,Peoria,IL,61606,3,1.5,1681,5662,106,189900,153555.8083,115166.8562,191944.7604,145878.0179,OK,37900,"Peoria, IL",0.595813122
95,Peoria,Princeville,IL,61559,3,1,1201,11103,85,60000,128115.7842,96086.83816,160144.7303,121709.995,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
96,Peoria,Bartonville,IL,61607,4,2.5,2210,36154,67,275000,288515.9378,216386.9533,360644.9222,274090.1409,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
97,Peoria,Dunlap,IL,61525,2,2,1140,19602,61,160000,162907.3203,122180.4902,203634.1503,154761.9543,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
98,Peoria,Peoria,IL,61603,3,2.5,1355,4541,85,155100,161285.4866,120964.115,201606.8583,153221.2123,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
99,Peoria,Peoria,IL,61603,2,1,872,4791,90,25000,84042.67505,63032.00629,105053.3438,79840.5413,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
100,Peoria,Peoria,IL,61604,2,1.5,952,11600,46,78000,124074.7442,93056.05812,155093.4302,117871.007,OK,37900,"Peoria, IL",0.595813122
101,Peoria,Morton,IL,61550,2,2,1260,5900,81,192000,134997.2084,101247.9063,168746.5106,128247.348,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
102,Peoria,Pekin,IL,61554,3,1,1073,6996,63,112000,112935.4682,84701.60115,141169.3353,107288.6948,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
103,Peoria,Peoria Heights,IL,61616,4,3.5,4774,11600,87,1250000,908610.6785,681458.0089,1135763.348,863180.1446,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
104,Peoria,Tremont,IL,61568,3,1.5,1826,13875,77,248000,191281.276,143460.957,239101.595,181717.2122,OK,37900,"Peoria, IL",0.595813122
105,Peoria,Morton,IL,61550,2,1,768,5227,71,175000,91234.10067,68425.5755,114042.6258,86672.39563,OK,37900,"Peoria, IL",0.595813122
106,Peoria,Pekin,IL,61554,4,2.5,2617,8840,44,255000,314325.0718,235743.8038,392906.3397,298608.8182,OK,37900,"Peoria, IL",0.595813122
107,Peoria,Hopedale,IL,61747,3,1.5,2372,105851,67,325000,275056.0959,206292.0719,343820.1198,261303.2911,OK,37900,"Peoria, IL",0.595813122
108,Peoria,Armington,IL,61721,3,1,816,7200,50,65000,98697.51495,74023.13621,123371.8937,93762.6392,OK,30660,,0.597627891
109,Peoria,Armington,IL,61721,3,1,816,7200,50,65000,92782.4712,69586.8534,115978.089,88143.34764,OK,37900,"Peoria, IL",0.595813122
110,Peoria,Morton,IL,61550,4,4,4491,18730,30,640000,533109.9998,399832.4999,666387.4998,506454.4998,OK,37900,"Peoria, IL",0.595813122
111,Peoria,Pekin,IL,61554,2,1,1436,5720,71,137000,135907.8734,101930.9051,169884.8418,129112.4797,OK,37900,"Peoria, IL",0.595813122
112,Peoria,Pekin,IL,61554,3,1,900,5459,67,65000,100065.6285,75049.22141,125082.0357,95062.34712,OK,37900,"Peoria, IL",0.595813122
113,Peoria,Goodfield,IL,61742,4,2.5,1986,26136,9,429000,356778.507,267583.8803,445973.1338,338939.5817,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
114,Peoria,Peoria,IL,61604,2,1,878,4944,67,135000,95304.40094,71478.30071,119130.5012,90539.18089,OK,37900,"Peoria, IL",0.595813122
115,Peoria,Peoria,IL,61615,3,2,1972,11600,21,400000,312808.6223,234606.4668,391010.7779,297168.1912,OK,37900,"Peoria, IL",0.595813122
116,Peoria,Creve Coeur,IL,61610,2,1,1120,6500,71,62000,104108.867,78081.65023,130136.0837,98903.42362,OK,37900,"Peoria, IL",0.595813122
117,Peoria,Peoria,IL,61602,2,2,1199,11600,41,160000,160853.3008,120639.9756,201066.6261,152810.6358,OK,37900,"Peoria, IL",0.595813122
118,Peoria,Peoria,IL,61606,4,3.5,4828,11761,106,330000,444472.7736,333354.5802,555590.967,422249.1349,OK,37900,"Peoria, IL",0.595813122
119,Peoria,Pekin,IL,61554,3,2,1590,11500,61,190000,198903.4615,149177.5962,248629.3269,188958.2885,OK,37900,"Peoria, IL",0.595813122
120,Peoria,Peoria,IL,61603,2,1,1150,5680,105,27400,89852.63181,67389.47386,112315.7898,85360.00022,OK,37900,"Peoria, IL",0.595813122
121,Peoria,Washington,IL,61571,3,1.5,923,12094,56,86000,143957.7618,107968.3214,179947.2023,136759.8737,OK,37900,"Peoria, IL",0.595813122
122,Peoria,Peoria,IL,61614,3,1.5,1521,8884,75,193750,175481.9992,131611.4994,219352.499,166707.8992,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
123,Peoria,Morton,IL,61550,2,2,1280,11600,27,234000,199223.2295,149417.4221,249029.0369,189262.068,OK,37900,"Peoria, IL",0.595813122
124,Peoria,Morton,IL,61550,3,3,2466,8550,135,230000,255196.2114,191397.1585,318995.2642,242436.4008,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
125,Peoria,Hanna City,IL,61536,3,1,1302,11667,120,75000,103852.8974,77889.67305,129816.1217,98660.25253,OK,37900,"Peoria, IL",0.595813122
126,Peoria,Germantown Hills,IL,61548,1,2,2656,17424,63,215000,291206.7585,218405.0689,364008.4481,276646.4206,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
127,Peoria,Peoria,IL,61615,3,1,903,4455,55,73000,107973.1809,80979.88568,134966.4761,102574.5219,OK,37900,"Peoria, IL",0.595813122
128,Peoria,Dunlap,IL,61525,5,3.5,2710,10890,15,380000,435335.5254,326501.644,544169.4067,413568.7491,OK,37900,"Peoria, IL",0.595813122
129,Peoria,Peoria,IL,61603,2,1,1152,8237,54,27400,124909.6607,93682.24554,156137.0759,118664.1777,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
130,Peoria,Peoria,IL,61605,3,1.5,1566,8633,125,45000,154434.0127,115825.5095,193042.5159,146712.3121,OK,37900,"Peoria, IL",0.595813122
131,Peoria,Peoria,IL,61615,3,2,2046,7475,19,410000,313895.1153,235421.3365,392368.8941,298200.3595,OK,37900,"Peoria, IL",0.595813122
132,Peoria,Trivoli,IL,61569,2,1,938,8276,115,125000,96644.53666,72483.40249,120805.6708,91812.30983,OK,15900,,0.597627891
133,Peoria,Trivoli,IL,61569,2,1,938,8276,115,125000,90729.49291,68047.11968,113411.8661,86193.01826,OK,37900,"Peoria, IL",0.595813122
134,Peoria,Peoria,IL,61615,5,3.5,2130,26572,14,480000,397829.4381,298372.0786,497286.7977,377937.9662,OK,37900,"Peoria, IL",0.595813122
135,Peoria,Hanna City,IL,61536,3,2,1548,16838,28,390000,270845.6711,203134.2533,338557.0889,257303.3876,OK,37900,"Peoria, IL",0.595813122
136,Peoria,Peoria Heights,IL,61616,3,1,897,3741,100,115000,84173.52471,63130.14353,105216.9059,79964.84848,OK,37900,"Peoria, IL",0.595813122
137,Peoria,Peoria,IL,61604,3,1,1433,6969,101,60000,139861.7632,104896.3224,174827.204,132868.675,OK,37900,"Peoria, IL",0.595813122
138,Peoria,Morton,IL,61550,3,2.5,2927,17859,48,349000,374361.3762,280771.0322,467951.7203,355643.3074,OK,37900,"Peoria, IL",0.595813122
139,Peoria,Peoria,IL,61603,3,1,864,7880,125,62150,84602.51072,63451.88304,105753.1384,80372.38519,OK,37900,"Peoria, IL",0.595813122
140,Peoria,Morton,IL,61550,3,1.5,1092,11500,49,162500,179300.701,134475.5257,224125.8762,170335.6659,OK,37900,"Peoria, IL",0.595813122
141,Peoria,Peoria,IL,61614,3,2,1839,11682,65,150000,194655.2365,145991.4274,243319.0457,184922.4747,OK,37900,"Peoria, IL",0.595813122
142,Peoria,Eureka,IL,61530,3,3,2310,11600,48,266000,308159.7931,231119.8448,385199.7414,292751.8035,OK,37900,"Peoria, IL",0.595813122
143,Peoria,Minier,IL,61759,3,1,1260,10650,131,71000,95416.17733,71562.133,119270.2217,90645.36846,OK,37900,"Peoria, IL",0.595813122
144,Peoria,Minier,IL,61759,3,1,1260,10650,131,71000,96995.50064,72746.62548,121244.3758,92145.72561,REVIEW_REQUIRED,14010,"Bloomington, IL",0.574874933
145,Peoria,Princeville,IL,61559,2,1,744,5660,125,48000,57866.40721,43399.80541,72333.00902,54973.08685,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
146,Peoria,Peoria,IL,61615,3,1,1170,12196,67,184900,139201.4788,104401.1091,174001.8485,132241.4048,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
147,Peoria,Mapleton,IL,61548,3,2,2248,40510,20,399900,390352.119,292764.0892,487940.1487,370834.513,OK,37900,"Peoria, IL",0.595813122
148,Peoria,Peoria,IL,61604,3,2,2464,11600,72,110000,245634.2764,184225.7073,307042.8456,233352.5626,OK,37900,"Peoria, IL",0.595813122
149,Peoria,Peoria,IL,61615,4,1.5,1494,9376,59,119000,175090.4019,131317.8014,218863.0024,166335.8818,OK,37900,"Peoria, IL",0.595813122
150,Peoria,West Peoria,IL,61604,3,2,1144,10164,100,155000,134178.1665,100633.6249,167722.7081,127469.2582,OK,37900,"Peoria, IL",0.595813122
151,Peoria,Peoria,IL,61614,3,2,2058,11600,69,285000,210023.9739,157517.9804,262529.9674,199522.7752,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
152,Peoria,Peoria,IL,61615,4,3,3192,8828,24,355000,350756.6412,263067.4809,438445.8015,333218.8092,OK,37900,"Peoria, IL",0.595813122
153,Peoria,Peoria,IL,61615,3,2.5,2465,11600,13,266020,374190.6777,280643.0083,467738.3472,355481.1439,OK,37900,"Peoria, IL",0.595813122
154,Peoria,Eureka,IL,61530,4,4,1924,9000,33,197500,293742.9151,220307.1863,367178.6438,279055.7693,OK,37900,"Peoria, IL",0.595813122
155,Peoria,Peoria Heights,IL,61616,2,2,1627,11600,4,390000,345172.6482,258879.4861,431465.8102,327914.0158,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
156,Peoria,Peoria,IL,61603,3,1,1119,5545,105,59995,85894.044,64420.533,107367.555,81599.3418,OK,37900,"Peoria, IL",0.595813122
157,Peoria,Washington,IL,61571,3,1,912,11600,68,143000,114528.7563,85896.5672,143160.9453,108802.3185,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
158,Peoria,Peoria,IL,61614,2,2,1541,11600,35,216500,234629.9906,175972.4929,293287.4882,222898.4911,OK,37900,"Peoria, IL",0.595813122
159,Peoria,Peoria,IL,61603,2,1,946,3303,125,54000,62322.25869,46741.69402,77902.82336,59206.14576,OK,37900,"Peoria, IL",0.595813122
160,Peoria,Peoria,IL,61604,2,2,1008,11600,56,90000,145918.502,109438.8765,182398.1275,138622.5769,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
161,Peoria,Peoria,IL,61607,2,1.5,1208,11280,67,155000,142875.457,107156.5927,178594.3212,135731.6841,OK,37900,"Peoria, IL",0.595813122
162,Peoria,Peoria,IL,61607,2,2,1008,11600,16,172000,186783.3458,140087.5093,233479.1822,177444.1785,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
163,Peoria,Peoria,IL,61603,3,1,1507,6004,128,86500,124556.3633,93417.27244,155695.4541,118328.5451,OK,37900,"Peoria, IL",0.595813122
164,Peoria,Peoria,IL,61614,3,2,1609,6000,78,186000,174814.874,131111.1555,218518.5924,166074.1303,OK,37900,"Peoria, IL",0.595813122
165,Peoria,Chillicothe,IL,61523,3,2,1628,11761,48,227853,213843.8335,160382.8752,267304.7919,203151.6419,OK,37900,"Peoria, IL",0.595813122
166,Peoria,Washington,IL,61571,3,1,2025,6660,147,98000,151036.035,113277.0263,188795.0438,143484.2333,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
167,Peoria,Dunlap,IL,61525,3,2.5,2849,16988,23,417501,451613.1516,338709.8637,564516.4394,429032.494,OK,37900,"Peoria, IL",0.595813122
168,Peoria,Chillicothe,IL,61523,2,1,768,16066,72,60000,104123.7637,78092.82276,130154.7046,98917.5755,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
169,Peoria,Pekin,IL,61554,2,2,1394,178442,53,170000,218745.8285,164059.3714,273432.2857,207808.5371,OK,37900,"Peoria, IL",0.595813122
170,Peoria,Pekin,IL,61554,3,1,1140,8750,67,125000,117589.91,88192.4325,146987.3875,111710.4145,OK,37900,"Peoria, IL",0.595813122
171,Peoria,Peoria,IL,61603,2,2,908,5727,95,67500,112056.6821,84042.5116,140070.8527,106453.848,REVIEW_REQUIRED,37900,"Peoria, IL",0.595813122
